valer	worth	1000_valer.mp3
óbito	a death	1000_óbito.mp3
cenário	scenario	1000_cenário.mp3
descobrir	to discover	1000_descobrir.mp3
diferença	difference	1000_diferença.mp3
buscar	fetch	1000_buscar.mp3
executivo	executive	1000_executivo.mp3
vaga	vacancy	1000_vaga.mp3
opinião	opinion	1000_opinião.mp3
verificar	check	1000_verificar.mp3
justiça	justice	1000_justiça.mp3
alguém	someone	1000_alguém.mp3
natureza	nature	1000_natureza.mp3
relativo	relative	1000_relativo.mp3
solicitar	to request	1000_solicitar.mp3
provocar	provoke	1000_provocar.mp3
China	China	1000_China.mp3
aula	class	1000_aula.mp3
visar	to aim	1000_visar.mp3
aceitar	to accept	1000_aceitar.mp3
ambos	both	1000_ambos.mp3
limite	limit	1000_limite.mp3
recuperar	to recover	1000_recuperar.mp3
vigor	vigor	1000_vigor.mp3
subir	go up	1000_subir.mp3
actual	current	1000_actual.mp3
aproveitar	enjoy	1000_aproveitar.mp3
alcançar	reach	1000_alcançar.mp3
ar	air	1000_ar.mp3
jornal	newspaper	1000_jornal.mp3
tradicional	traditional	1000_tradicional.mp3
festa	party	1000_festa.mp3
propor	to propose	1000_propor.mp3
década	decade	1000_década.mp3
adquirir	to purchase	1000_adquirir.mp3
associar	to associate	1000_associar.mp3
principalmente	mainly	1000_principalmente.mp3
enorme	huge	1000_enorme.mp3
mal	bad	1000_mal.mp3
relativamente	relatively	1000_relativamente.mp3
permanecer	to stay	1000_permanecer.mp3
depender	to depend	1000_depender.mp3
característica	characteristic	1000_característica.mp3
adotar	to adopt	1000_adotar.mp3
matéria	matter	1000_matéria.mp3
assinar	to sign	1000_assinar.mp3
indústria	industry	1000_indústria.mp3
entrega	delivery	1000_entrega.mp3
luz	light	1000_luz.mp3
restante	remaining	1000_restante.mp3
amor	love	1000_amor.mp3
média	average	1000_média.mp3
saída	exit	1000_saída.mp3
Algarve	Algarve	1000_Algarve.mp3
econômico	economic	1000_econômico.mp3
loja	store	1000_loja.mp3
estabelecimento	establishment	1000_estabelecimento.mp3
resultar	to result	1000_resultar.mp3
respeitar	to respect	1000_respeitar.mp3
motivo	reason	1000_motivo.mp3
memória	memory	1000_memória.mp3
Espanha	Spain	1000_Espanha.mp3
escolha	choice	1000_escolha.mp3
portanto	therefore	1000_portanto.mp3
aprender	to learn	1000_aprender.mp3
consumidor	consumer	1000_consumidor.mp3
efectuar	carry out	1000_efectuar.mp3
central	central	1000_central.mp3
missão	mission	1000_missão.mp3
adequado	adequate	1000_adequado.mp3
oito	eight	1000_oito.mp3
talvez	perhaps	1000_talvez.mp3
norma	norm	1000_norma.mp3
promoção	promotion	1000_promoção.mp3
proteção	protection	1000_proteção.mp3
orientação	orientation	1000_orientação.mp3
manutenção	maintenance	1000_manutenção.mp3
canal	channel	1000_canal.mp3
compor	to compose	1000_compor.mp3
alterar	to change	1000_alterar.mp3
automóvel	automobile	1000_automóvel.mp3
vontade	will	1000_vontade.mp3
comportamento	behavior	1000_comportamento.mp3
Jesus	Jesus	1000_Jesus.mp3
pena	sadness	1000_pena.mp3
mar	sea	1000_mar.mp3
declarar	to declare	1000_declarar.mp3
elas	they	1000_elas.mp3
aquilo	that	1000_aquilo.mp3
Francisco	Francisco	1000_Francisco.mp3
exterior	outside	1000_exterior.mp3
protocolo	protocol	1000_protocolo.mp3
conselho	advice	1000_conselho.mp3
comércio	trade	1000_comércio.mp3
completo	complete	1000_completo.mp3
carreira	career	1000_carreira.mp3
comunicar	to communicate	1000_comunicar.mp3
debate	debate	1000_debate.mp3
proporcionar	to provide	1000_proporcionar.mp3
sede	thirst	1000_sede.mp3
expectativa	expectation	1000_expectativa.mp3
abertura	opening	1000_abertura.mp3
benefício	benefit	1000_benefício.mp3
despesa	expense	1000_despesa.mp3
interno	internal	1000_interno.mp3
imprensa	the press	1000_imprensa.mp3
financiamento	financing	1000_financiamento.mp3
observar	to observe	1000_observar.mp3
obrigatório	mandatory	1000_obrigatório.mp3
civil	civil	1000_civil.mp3
ciência	science	1000_ciência.mp3
existente	existing	1000_existente.mp3
servidor	server	1000_servidor.mp3
revista	magazine	1000_revista.mp3
mau	bad	1000_mau.mp3
consequência	consequence	1000_consequência.mp3
preocupação	worry	1000_preocupação.mp3
atribuir	to assign	1000_atribuir.mp3
posto	post	1000_posto.mp3
localizar	to locate	1000_localizar.mp3
fornecer	to provide	1000_fornecer.mp3
branco	white	1000_branco.mp3
contato	contact	1000_contato.mp3
conferência	conference	1000_conferência.mp3
prisão	prison	1000_prisão.mp3
horário	time	1000_horário.mp3
melhoria	improvement	1000_melhoria.mp3
advogado	lawyer	1000_advogado.mp3
tirar	take away	1000_tirar.mp3
eleitoral	electoral	1000_eleitoral.mp3
diretor	director	1000_diretor.mp3
empresário	businessman, entrepreneur	1000_empresário.mp3
artista	artist	1000_artista.mp3
luta	fight	1000_luta.mp3
procura	search	1000_procura.mp3
atleta	athlete	1000_atleta.mp3
ativo	active	1000_ativo.mp3
liberdade	freedom	1000_liberdade.mp3
publicação	publication	1000_publicação.mp3
conceito	concept	1000_conceito.mp3
individual	individual	1000_individual.mp3
confiança	confidence	1000_confiança.mp3
respectivo	respective	1000_respectivo.mp3
jornalista	journalist	1000_jornalista.mp3
igual	equal	1000_igual.mp3
vereador	councilor	1000_vereador.mp3
destaque	featured	1000_destaque.mp3
dívida	debt	1000_dívida.mp3
busca	searching	1000_busca.mp3
negativo	negative	1000_negativo.mp3
ataque	attack	1000_ataque.mp3
imediato	immediate	1000_imediato.mp3
idoso	elderly	1000_idoso.mp3
expressão	expression	1000_expressão.mp3
competição	competition	1000_competição.mp3
acidente	accident	1000_acidente.mp3
salário	salary	1000_salário.mp3
Madeira	wood	1000_Madeira.mp3
verdadeiro	true	1000_verdadeiro.mp3
normal	normal	1000_normal.mp3
prender	arrest	1000_prender.mp3
estudar	to study	1000_estudar.mp3
Oliveira	olive tree	1000_Oliveira.mp3
instalar	to install	1000_instalar.mp3
Aveiro	Aveiro	1000_Aveiro.mp3
consulta	consultation	1000_consulta.mp3
orçamento	budget	1000_orçamento.mp3
demais	too much	1000_demais.mp3
temporada	season	1000_temporada.mp3
sequência	sequence	1000_sequência.mp3
vantagem	advantage	1000_vantagem.mp3
matar	to kill	1000_matar.mp3
dirigir	to drive	1000_dirigir.mp3
demonstrar	to demonstrate	1000_demonstrar.mp3
geração	generation	1000_geração.mp3
favor	please	1000_favor.mp3
dispor	to dispose	1000_dispor.mp3
atualmente	currently	1000_atualmente.mp3
universidade	university	1000_universidade.mp3
investir	to invest	1000_investir.mp3
aquisição	acquisition	1000_aquisição.mp3
erro	error	1000_erro.mp3
distribuição	distribution	1000_distribuição.mp3
abordar	to address	1000_abordar.mp3
guerra	war	1000_guerra.mp3
tendência	trend	1000_tendência.mp3
Janeiro	January	1000_janeiro.mp3
superior	higher	1000_superior.mp3
companhia	company	1000_companhia.mp3
exame	examination	1000_exame.mp3
